ID,label
95855,0.6881
37792,0.6870
23596,0.6868
66503,0.6868
52768,0.6867
13805,0.6863
27744,0.6860
80420,0.6856
63031,0.6855
59250,0.6852
59092,0.6845
37445,0.6841
17652,0.6835
81783,0.6833
58712,0.6831
34489,0.6830
92315,0.6827
85760,0.6825
35135,0.6824
92580,0.6822
60348,0.6818
14813,0.6818
90762,0.6809
42413,0.6807
3775,0.6805
9945,0.6798
19241,0.6796
41109,0.6790
78677,0.6778
30170,0.6777
55495,0.6771
4525,0.6768
14916,0.6764
34270,0.6763
59992,0.6762
30629,0.6759
5307,0.6755
48536,0.6755
85445,0.6755
7805,0.6754
59321,0.6754
18710,0.6753
45318,0.6752
56704,0.6749
41812,0.6742
74835,0.6742
50621,0.6742
46359,0.6741
10964,0.6740
78361,0.6739
60238,0.6737
78930,0.6733
36956,0.6731
9511,0.6730
88708,0.6730
61304,0.6726
47970,0.6722
31578,0.6719
51189,0.6716
38127,0.6715
54662,0.6713
53464,0.6711
53399,0.6705
23250,0.6705
58073,0.6704
52473,0.6702
10342,0.6696
91830,0.6694
85282,0.6693
42471,0.6691
74096,0.6690
28882,0.6688
13587,0.6687
26553,0.6684
37479,0.6683
59342,0.6674
40057,0.6674
93610,0.6669
89877,0.6668
50097,0.6668
96661,0.6665
493,0.6660
58977,0.6660
22178,0.6659
18182,0.6657
23006,0.6657
7308,0.6650
59795,0.6649
95095,0.6648
53023,0.6648
67596,0.6645
20339,0.6645
93618,0.6641
71481,0.6640
36989,0.6640
80625,0.6639
49926,0.6634
59612,0.6630
36278,0.6627
43163,0.6626
55272,0.6625
17528,0.6624
54868,0.6623
47293,0.6622
50013,0.6617
26040,0.6616
43636,0.6611
1628,0.6611
36,0.6603
63447,0.6602
63820,0.6600
77665,0.6598
4066,0.6595
8888,0.6592
58408,0.6590
79903,0.6589
61989,0.6587
60874,0.6583
94928,0.6582
45933,0.6582
81107,0.6582
10743,0.6581
99973,0.6579
3205,0.6578
10405,0.6577
45978,0.6576
24967,0.6576
37677,0.6575
10884,0.6574
49605,0.6574
33235,0.6572
93261,0.6568
74471,0.6567
5863,0.6564
98975,0.6563
45557,0.6562
23629,0.6562
5083,0.6560
7527,0.6557
12170,0.6555
63414,0.6548
32004,0.6547
67180,0.6546
16625,0.6546
49967,0.6546
75036,0.6538
32986,0.6538
31370,0.6535
45822,0.6533
56717,0.6531
28683,0.6529
18188,0.6528
59972,0.6528
46187,0.6528
5972,0.6525
68706,0.6525
91360,0.6521
44875,0.6520
14071,0.6519
64,0.6517
95318,0.6515
79158,0.6514
21785,0.6514
22240,0.6513
53922,0.6511
46835,0.6511
37676,0.6509
53731,0.6508
51055,0.6507
40716,0.6507
56213,0.6503
22576,0.6499
19154,0.6499
24508,0.6499
36410,0.6498
74931,0.6497
31687,0.6495
92593,0.6495
88198,0.6494
15876,0.6489
24197,0.6487
50005,0.6481
83201,0.6478
89341,0.6477
7673,0.6475
64928,0.6475
36131,0.6467
52093,0.6464
12599,0.6461
26679,0.6460
18638,0.6458
46806,0.6456
34094,0.6454
30162,0.6453
3728,0.6448
23735,0.6448
66246,0.6443
67935,0.6440
52206,0.6436
15709,0.6435
55333,0.6434
62987,0.6434
62690,0.6432
30816,0.6432
7367,0.6428
38880,0.6428
78529,0.6427
57996,0.6426
92990,0.6425
85718,0.6425
63274,0.6425
75370,0.6424
25562,0.6423
89557,0.6420
16982,0.6418
51485,0.6416
33259,0.6416
50537,0.6414
61679,0.6411
59182,0.6411
98754,0.6405
39713,0.6405
20748,0.6405
44963,0.6405
59487,0.6404
13391,0.6402
37795,0.6401
54378,0.6400
68591,0.6398
31901,0.6397
10050,0.6397
7553,0.6396
55372,0.6395
89422,0.6395
42568,0.6394
45594,0.6393
18414,0.6390
28470,0.6387
37146,0.6385
56297,0.6385
2133,0.6384
68004,0.6384
13401,0.6384
58327,0.6382
11456,0.6382
80769,0.6380
38713,0.6377
67077,0.6375
81269,0.6375
27713,0.6374
12353,0.6374
61842,0.6365
44459,0.6363
13457,0.6357
16815,0.6357
58048,0.6356
6649,0.6356
55988,0.6355
52525,0.6354
88864,0.6352
80511,0.6352
69125,0.6351
95869,0.6350
59023,0.6347
31102,0.6345
63348,0.6344
21550,0.6344
80790,0.6340
11411,0.6336
94699,0.6335
9933,0.6335
34034,0.6334
6313,0.6333
43214,0.6332
61141,0.6328
39362,0.6327
55157,0.6327
38207,0.6324
34684,0.6324
10454,0.6321
55138,0.6320
27279,0.6320
76032,0.6318
45503,0.6318
78660,0.6317
92994,0.6316
13226,0.6315
6788,0.6314
62832,0.6313
38936,0.6312
68576,0.6311
72569,0.6308
60497,0.6307
50508,0.6305
59860,0.6302
78940,0.6301
90919,0.6298
42198,0.6294
6673,0.6294
91710,0.6290
74439,0.6290
8372,0.6287
99374,0.6286
84447,0.6286
84290,0.6286
76439,0.6285
66598,0.6284
93957,0.6284
88937,0.6282
2587,0.6278
46683,0.6277
51465,0.6277
44158,0.6276
72459,0.6274
85898,0.6268
43315,0.6268
53145,0.6268
44138,0.6266
54970,0.6260
48543,0.6258
60469,0.6258
90151,0.6253
80227,0.6252
14869,0.6251
6433,0.6251
31019,0.6250
95593,0.6250
10825,0.6246
19914,0.6245
52807,0.6244
27832,0.6244
55238,0.6242
41584,0.6241
23757,0.6239
1547,0.6239
38693,0.6238
97154,0.6238
98962,0.6237
14728,0.6234
205,0.6230
26022,0.6229
17376,0.6228
38105,0.6223
96302,0.6221
65062,0.6220
78389,0.6220
19608,0.6218
70470,0.6215
49830,0.6215
72319,0.6215
93943,0.6213
47302,0.6212
19793,0.6209
37888,0.6208
45631,0.6208
42820,0.6207
74766,0.6207
96565,0.6207
43956,0.6206
65319,0.6206
49448,0.6205
28310,0.6204
17581,0.6204
68357,0.6204
85938,0.6203
60937,0.6203
68298,0.6202
23830,0.6202
93494,0.6201
69180,0.6199
59721,0.6198
12558,0.6198
57813,0.6196
56293,0.6196
62546,0.6196
64134,0.6195
90149,0.6195
17795,0.6193
49882,0.6192
84098,0.6192
79883,0.6191
51487,0.6191
50799,0.6190
56552,0.6190
56927,0.6189
42902,0.6185
45559,0.6184
79073,0.6183
61965,0.6181
68427,0.6180
30501,0.6180
29170,0.6178
78499,0.6178
12659,0.6178
86954,0.6178
13205,0.6176
4490,0.6176
97270,0.6175
55489,0.6174
47163,0.6171
60496,0.6171
29814,0.6169
9307,0.6166
9594,0.6166
67100,0.6166
10244,0.6165
80228,0.6164
95102,0.6164
93051,0.6163
93666,0.6163
66940,0.6163
78791,0.6163
74416,0.6158
67298,0.6157
38451,0.6156
30811,0.6155
58088,0.6155
17556,0.6154
23191,0.6151
67837,0.6149
47240,0.6147
25885,0.6146
70371,0.6145
54089,0.6145
18226,0.6144
28072,0.6141
97533,0.6141
77716,0.6139
89834,0.6138
89660,0.6137
83646,0.6137
80358,0.6136
3514,0.6136
63855,0.6133
95341,0.6132
13257,0.6132
59668,0.6130
93451,0.6129
45109,0.6126
55801,0.6126
60131,0.6125
60364,0.6125
33231,0.6124
59141,0.6124
24052,0.6124
55136,0.6122
29580,0.6122
54361,0.6121
73304,0.6119
38395,0.6119
53203,0.6119
52521,0.6118
47805,0.6118
38150,0.6115
34954,0.6114
93638,0.6113
29881,0.6112
9518,0.6111
62412,0.6110
45145,0.6107
35676,0.6107
27408,0.6106
83542,0.6105
75449,0.6104
23751,0.6104
55781,0.6104
44581,0.6104
25594,0.6102
93105,0.6102
66693,0.6102
45182,0.6101
12395,0.6101
93070,0.6100
18712,0.6099
40411,0.6099
52032,0.6098
63281,0.6098
63639,0.6097
43352,0.6096
78280,0.6095
86036,0.6093
28459,0.6093
55349,0.6091
6478,0.6091
67317,0.6089
27683,0.6088
50434,0.6086
59295,0.6086
27595,0.6086
29677,0.6086
437,0.6086
54425,0.6084
9395,0.6083
89747,0.6081
31207,0.6081
49561,0.6081
43023,0.6080
97268,0.6079
26379,0.6079
77771,0.6078
13129,0.6077
83067,0.6075
6534,0.6073
34801,0.6073
68277,0.6073
35797,0.6071
63193,0.6070
55041,0.6070
65549,0.6069
29204,0.6066
66179,0.6065
32127,0.6065
24833,0.6063
96866,0.6063
14873,0.6062
14514,0.6062
9872,0.6061
14356,0.6061
98545,0.6059
75032,0.6057
85638,0.6056
10055,0.6056
7748,0.6051
38932,0.6051
3223,0.6051
2568,0.6047
43811,0.6047
66425,0.6046
77880,0.6044
43634,0.6043
6206,0.6042
34810,0.6039
35720,0.6039
90315,0.6039
98192,0.6038
59087,0.6037
52162,0.6037
85494,0.6036
67333,0.6036
63014,0.6035
5448,0.6034
28708,0.6031
57693,0.6027
86101,0.6026
73910,0.6024
22772,0.6024
86027,0.6022
95692,0.6022
86687,0.6022
63609,0.6022
96358,0.6022
4865,0.6021
42673,0.6021
97047,0.6021
48224,0.6020
6269,0.6019
18622,0.6017
85883,0.6017
82017,0.6017
29958,0.6016
73880,0.6016
33213,0.6015
31858,0.6015
38016,0.6012
37425,0.6012
53553,0.6010
95885,0.6009
84386,0.6009
11583,0.6008
51204,0.6008
50054,0.6008
42856,0.6005
62613,0.6002
10581,0.6000
77713,0.5997
97610,0.5997
13115,0.5996
55081,0.5995
52918,0.5995
63834,0.5994
48627,0.5992
13416,0.5989
86616,0.5989
25171,0.5988
71356,0.5987
21614,0.5987
71169,0.5986
50739,0.5986
45191,0.5985
93619,0.5985
42798,0.5983
38356,0.5982
31110,0.5981
96320,0.5980
41401,0.5979
83176,0.5976
7609,0.5973
75114,0.5972
1817,0.5972
88203,0.5972
10199,0.5972
53876,0.5970
27473,0.5970
37438,0.5969
21939,0.5965
79986,0.5965
32479,0.5965
85803,0.5965
29038,0.5962
60589,0.5961
50501,0.5960
44724,0.5959
24827,0.5959
25856,0.5956
62732,0.5954
93533,0.5950
59078,0.5948
21209,0.5947
28147,0.5947
36188,0.5947
41497,0.5947
38991,0.5945
55020,0.5945
66475,0.5944
24283,0.5943
48524,0.5943
28990,0.5942
45214,0.5941
3908,0.5941
21167,0.5937
55999,0.5936
61935,0.5936
14799,0.5934
68046,0.5934
42825,0.5934
38969,0.5934
95148,0.5932
45249,0.5931
7466,0.5930
49748,0.5929
33365,0.5929
52501,0.5926
27811,0.5925
14409,0.5923
17508,0.5921
71863,0.5920
23745,0.5918
13394,0.5917
67673,0.5915
83207,0.5914
57428,0.5913
21891,0.5910
64144,0.5910
2707,0.5909
36193,0.5907
41697,0.5907
86894,0.5906
14693,0.5906
1578,0.5905
60346,0.5905
85008,0.5903
76119,0.5903
93351,0.5902
30475,0.5902
43470,0.5902
47623,0.5902
40654,0.5901
17991,0.5900
29576,0.5900
80333,0.5898
75512,0.5896
78317,0.5895
54887,0.5895
25463,0.5892
10148,0.5892
42851,0.5892
61759,0.5892
28600,0.5892
48720,0.5890
27831,0.5887
33362,0.5887
23363,0.5886
55547,0.5886
92710,0.5886
96331,0.5886
89982,0.5885
8037,0.5881
78107,0.5878
67328,0.5877
21364,0.5877
69485,0.5877
54343,0.5876
68768,0.5874
67155,0.5873
41503,0.5872
14125,0.5872
95159,0.5871
10047,0.5868
47102,0.5867
72338,0.5867
5675,0.5867
76244,0.5866
93806,0.5865
50283,0.5865
60299,0.5863
54,0.5862
6281,0.5859
16477,0.5855
46953,0.5853
64187,0.5852
63203,0.5851
95628,0.5850
6908,0.5850
63055,0.5850
32569,0.5850
96527,0.5850
28613,0.5848
88427,0.5848
49931,0.5848
68317,0.5848
5992,0.5847
171,0.5846
60794,0.5844
269,0.5843
37483,0.5842
86295,0.5840
77509,0.5839
35675,0.5839
94864,0.5839
94203,0.5838
94533,0.5838
75756,0.5838
68146,0.5836
29777,0.5835
82609,0.5835
21646,0.5833
27920,0.5832
12073,0.5832
99949,0.5831
38217,0.5830
11453,0.5830
53085,0.5829
6910,0.5827
93574,0.5827
29427,0.5827
42324,0.5826
52523,0.5823
80818,0.5822
54324,0.5822
85829,0.5822
75599,0.5821
1415,0.5820
49364,0.5819
54503,0.5819
5081,0.5818
44762,0.5816
357,0.5814
44226,0.5812
26514,0.5811
35204,0.5811
29488,0.5811
30764,0.5810
66607,0.5810
25993,0.5808
41628,0.5808
79659,0.5807
62683,0.5806
4647,0.5803
47164,0.5802
71389,0.5802
48126,0.5802
49938,0.5801
5903,0.5801
72262,0.5801
47090,0.5799
13306,0.5799
43846,0.5798
68433,0.5798
65708,0.5797
35974,0.5796
94176,0.5795
65085,0.5795
98390,0.5793
29264,0.5792
60902,0.5792
44606,0.5791
9113,0.5790
97865,0.5790
95741,0.5789
79640,0.5787
29329,0.5786
59284,0.5786
31537,0.5785
19843,0.5781
22379,0.5780
4653,0.5779
92944,0.5778
79425,0.5775
807,0.5775
44639,0.5774
37322,0.5774
96922,0.5774
13616,0.5774
1710,0.5773
77354,0.5773
52261,0.5772
54021,0.5772
41375,0.5771
97644,0.5771
86204,0.5770
38568,0.5769
56220,0.5765
19473,0.5764
26000,0.5761
95525,0.5761
59503,0.5759
18609,0.5759
94903,0.5758
25491,0.5757
97787,0.5757
85521,0.5757
15750,0.5756
9956,0.5756
2526,0.5755
29686,0.5754
19859,0.5754
76896,0.5753
67456,0.5752
89370,0.5752
85322,0.5751
81497,0.5751
38512,0.5750
78862,0.5750
62863,0.5750
59813,0.5748
28323,0.5748
59290,0.5747
98971,0.5747
42506,0.5745
90366,0.5745
13549,0.5745
39241,0.5744
6743,0.5743
13492,0.5741
96367,0.5740
53211,0.5740
54882,0.5739
15512,0.5738
37938,0.5737
5771,0.5737
34153,0.5734
23624,0.5733
23877,0.5733
63986,0.5733
75395,0.5732
68986,0.5732
8719,0.5730
89667,0.5728
50219,0.5728
58922,0.5727
95618,0.5726
15889,0.5726
65715,0.5724
68780,0.5722
52650,0.5721
98868,0.5720
10324,0.5717
98861,0.5717
65027,0.5715
59057,0.5713
98630,0.5711
65579,0.5710
60046,0.5710
89884,0.5710
39525,0.5709
56041,0.5708
53675,0.5706
34697,0.5705
95790,0.5704
26555,0.5704
95000,0.5704
90398,0.5704
82329,0.5702
81936,0.5701
55778,0.5701
10828,0.5700
8083,0.5700
44645,0.5700
80452,0.5698
77330,0.5698
54506,0.5696
25000,0.5696
32634,0.5694
43568,0.5693
87062,0.5693
21057,0.5693
75160,0.5693
46926,0.5691
99045,0.5690
55645,0.5690
13582,0.5690
57838,0.5689
54797,0.5688
34636,0.5687
29383,0.5687
14809,0.5685
7077,0.5685
15733,0.5684
37460,0.5683
2380,0.5683
25217,0.5683
85782,0.5682
20357,0.5679
11614,0.5677
44948,0.5677
6983,0.5676
8014,0.5673
75128,0.5673
73560,0.5670
53966,0.5670
96439,0.5669
81298,0.5668
69010,0.5667
90466,0.5667
14424,0.5664
79265,0.5664
77711,0.5662
80260,0.5662
3118,0.5660
1819,0.5659
75638,0.5658
77118,0.5658
59070,0.5657
57934,0.5656
23999,0.5656
16768,0.5656
72058,0.5656
94409,0.5655
75871,0.5655
6312,0.5655
38246,0.5655
89215,0.5654
64628,0.5654
81832,0.5652
78384,0.5652
28897,0.5650
43253,0.5649
9491,0.5649
68349,0.5647
33288,0.5645
78584,0.5644
92123,0.5644
31142,0.5641
96491,0.5640
96182,0.5639
23586,0.5638
19028,0.5637
4968,0.5637
33349,0.5637
69785,0.5636
13656,0.5635
49913,0.5634
26910,0.5633
80206,0.5633
75705,0.5630
28160,0.5629
82345,0.5629
6622,0.5628
82467,0.5623
60190,0.5623
84501,0.5622
13281,0.5622
80529,0.5621
62655,0.5619
73012,0.5619
85858,0.5616
65226,0.5616
54396,0.5615
94578,0.5614
74962,0.5613
6187,0.5613
93136,0.5613
6508,0.5612
91385,0.5612
24135,0.5609
5707,0.5606
96784,0.5605
54381,0.5604
5404,0.5600
6104,0.5599
21103,0.5598
48791,0.5598
28018,0.5597
57136,0.5596
42286,0.5595
63538,0.5595
77054,0.5595
3354,0.5594
1645,0.5594
47951,0.5592
43314,0.5592
85291,0.5592
59204,0.5591
63048,0.5589
79128,0.5588
67202,0.5587
29800,0.5587
28672,0.5587
10551,0.5584
45525,0.5582
59226,0.5580
49328,0.5579
86261,0.5578
64660,0.5578
65208,0.5577
25213,0.5577
83918,0.5577
21282,0.5577
41882,0.5576
56424,0.5576
68254,0.5574
26184,0.5573
22136,0.5571
80326,0.5570
73861,0.5570
54481,0.5570
56753,0.5569
4352,0.5569
17631,0.5566
86064,0.5565
85388,0.5564
59473,0.5564
63222,0.5564
1657,0.5563
542,0.5562
28757,0.5559
61879,0.5559
2435,0.5558
62418,0.5557
48495,0.5557
60010,0.5556
29358,0.5555
65523,0.5555
8074,0.5554
43343,0.5550
22668,0.5549
41580,0.5547
81893,0.5546
44796,0.5545
93394,0.5545
61409,0.5545
7005,0.5544
73252,0.5544
57521,0.5541
33232,0.5540
45569,0.5538
26221,0.5538
81707,0.5537
60259,0.5536
83812,0.5536
45669,0.5536
6396,0.5535
71971,0.5534
67026,0.5534
60612,0.5533
41703,0.5530
29030,0.5529
27193,0.5528
32032,0.5528
24735,0.5527
55180,0.5525
34660,0.5525
69848,0.5524
63100,0.5524
14041,0.5523
18098,0.5523
9413,0.5522
42401,0.5522
46256,0.5522
96401,0.5522
16399,0.5519
67734,0.5518
89729,0.5516
79173,0.5515
12075,0.5514
62790,0.5514
67312,0.5512
22347,0.5510
882,0.5509
61093,0.5509
62381,0.5506
37319,0.5506
35662,0.5506
59847,0.5504
27851,0.5504
94660,0.5503
39273,0.5503
78598,0.5502
24745,0.5502
28120,0.5501
40942,0.5501
22358,0.5500
67863,0.5497
38426,0.5497
88711,0.5497
53005,0.5496
81333,0.5496
67361,0.5496
46348,0.5494
96731,0.5494
5155,0.5494
10301,0.5494
22560,0.5492
36483,0.5491
177,0.5491
38548,0.5491
7911,0.5489
58513,0.5488
62448,0.5485
55162,0.5485
95807,0.5484
90034,0.5482
87496,0.5482
68319,0.5482
35893,0.5481
40722,0.5479
86391,0.5478
8129,0.5478
20000,0.5476
25035,0.5476
21495,0.5474
66228,0.5473
74671,0.5473
28660,0.5473
38018,0.5472
61142,0.5471
21382,0.5470
74252,0.5470
64749,0.5469
27113,0.5469
85391,0.5467
51311,0.5467
45156,0.5466
8972,0.5465
81563,0.5465
91216,0.5465
58968,0.5464
91641,0.5464
66016,0.5462
16195,0.5460
93281,0.5460
24355,0.5459
9034,0.5458
49958,0.5455
10517,0.5452
56312,0.5451
76006,0.5451
30654,0.5450
94130,0.5447
239,0.5446
37979,0.5445
31603,0.5445
67828,0.5445
31534,0.5443
93503,0.5442
37971,0.5442
2545,0.5441
52629,0.5440
7211,0.5440
78053,0.5439
273,0.5438
44701,0.5437
61561,0.5436
74444,0.5435
47415,0.5435
99972,0.5435
1238,0.5433
8004,0.5433
86191,0.5429
99010,0.5427
28291,0.5426
3905,0.5424
31041,0.5424
73839,0.5423
82211,0.5422
62725,0.5418
56715,0.5417
6972,0.5415
13543,0.5413
10756,0.5409
73675,0.5409
51197,0.5407
507,0.5407
65593,0.5404
34640,0.5404
99142,0.5403
42494,0.5402
63045,0.5402
82355,0.5402
20526,0.5401
75866,0.5400
61524,0.5400
843,0.5399
82915,0.5399
38179,0.5398
27973,0.5396
17276,0.5396
59981,0.5393
35778,0.5392
69530,0.5391
37614,0.5390
70197,0.5389
89614,0.5388
83672,0.5388
70407,0.5387
28884,0.5387
56833,0.5385
63240,0.5385
33657,0.5385
11167,0.5382
99712,0.5382
45568,0.5381
46147,0.5380
28075,0.5379
43201,0.5379
33812,0.5379
67138,0.5378
13303,0.5377
67891,0.5377
92908,0.5376
65150,0.5376
45119,0.5376
5488,0.5374
56056,0.5374
55609,0.5374
20078,0.5373
17674,0.5373
52644,0.5371
43161,0.5371
91678,0.5371
19752,0.5370
89961,0.5370
35339,0.5369
28292,0.5368
26381,0.5367
77426,0.5367
52843,0.5367
80619,0.5365
49055,0.5365
97289,0.5362
26533,0.5360
43215,0.5358
10651,0.5356
21941,0.5351
86608,0.5350
13621,0.5349
67421,0.5349
17518,0.5348
93678,0.5348
80653,0.5346
30681,0.5345
98352,0.5345
11565,0.5345
55088,0.5345
27733,0.5345
91779,0.5344
50254,0.5343
77225,0.5342
43474,0.5341
90035,0.5340
49994,0.5340
76050,0.5339
67554,0.5339
88901,0.5337
42644,0.5336
12935,0.5335
72044,0.5335
13780,0.5335
4185,0.5333
40479,0.5333
29129,0.5333
20316,0.5332
44926,0.5329
18968,0.5327
95488,0.5327
50128,0.5327
17302,0.5324
96282,0.5324
4166,0.5324
68243,0.5323
37287,0.5322
60096,0.5321
30937,0.5321
32691,0.5317
98781,0.5316
8499,0.5315
15006,0.5314
21508,0.5313
48935,0.5313
15982,0.5311
49590,0.5311
16738,0.5309
64733,0.5309
55079,0.5308
42492,0.5308
95132,0.5307
55040,0.5306
85085,0.5303
68214,0.5303
22768,0.5303
3516,0.5303
89406,0.5302
93259,0.5301
55915,0.5298
27077,0.5297
36760,0.5297
64145,0.5297
23014,0.5296
62902,0.5296
64525,0.5296
55965,0.5294
62369,0.5294
32239,0.5294
81020,0.5294
62953,0.5293
28777,0.5292
28425,0.5291
34561,0.5291
62620,0.5291
51906,0.5290
94799,0.5289
45161,0.5289
92884,0.5288
30236,0.5288
21771,0.5287
27566,0.5287
53674,0.5284
67396,0.5283
89956,0.5282
64380,0.5282
18542,0.5282
95267,0.5281
6839,0.5280
43943,0.5279
93715,0.5278
44483,0.5277
1700,0.5277
75573,0.5275
204,0.5273
59484,0.5272
86356,0.5272
54495,0.5271
76242,0.5271
48501,0.5271
28176,0.5271
62797,0.5269
34983,0.5269
81675,0.5268
34906,0.5264
73436,0.5264
45937,0.5264
12383,0.5264
62107,0.5263
13973,0.5263
86086,0.5261
25910,0.5261
55841,0.5260
240,0.5259
40617,0.5259
21032,0.5259
40724,0.5258
52519,0.5257
50806,0.5256
31393,0.5254
66681,0.5253
56781,0.5253
38692,0.5252
24225,0.5252
7042,0.5251
68626,0.5251
9526,0.5250
36181,0.5249
