ID,result
1220,0
1222,0
1223,0
1224,0
1225,0
1228,0
1231,0
1235,0
1237,0
1238,0
1239,0
1241,0
1243,0
1246,0
1249,0
1251,0
1253,0
1255,0
1256,0
1258,0
1262,0
1263,0
1264,0
1266,0
1268,0
1271,0
1272,0
1274,0
1281,0
1282,0
1288,0
1289,0
1291,0
1292,0
1293,0
1297,0
1298,0
1300,0
1304,0
1305,0
1306,0
1311,0
1313,0
1315,0
1320,0
1321,0
1325,0
1327,0
1328,0
1330,0
1333,0
1336,0
1341,0
1342,0
1346,0
1351,0
1352,0
1353,0
1356,0
1358,0
1362,0
1363,0
1366,0
1368,0
1371,0
1376,0
1381,1
1383,0
1386,0
1389,0
1390,0
1393,0
1394,0
1396,0
1398,0
1399,0
1401,0
1402,0
1404,0
1407,0
1409,0
1410,0
1414,0
1415,0
1419,0
1421,0
1422,0
1425,0
1426,0
1427,0
1430,0
1432,0
1434,0
1436,0
1438,0
1444,0
1453,0
1458,0
1462,0
1463,0
1465,0
1467,0
1469,0
1476,0
1479,0
1481,0
1483,0
1484,0
1485,0
1488,0
1491,0
1493,0
1496,0
1498,0
1502,0
1503,0
1509,0
1512,0
1519,0
1523,0
1524,0
1525,0
1527,0
1533,0
1536,0
1537,0
1540,0
1541,0
1542,0
1544,0
1547,0
1548,0
1549,0
1550,0
1554,0
1555,0
1561,0
1562,0
1563,0
1569,0
1570,0
1572,0
1573,0
1574,0
1578,1
1584,0
1585,0
1586,0
1587,0
1591,0
1593,0
1596,0
1599,0
1601,0
1603,0
1609,0
1613,0
1614,0
1615,0
1616,0
1618,0
1620,0
1621,0
1622,0
1623,0
1628,1
1629,0
1635,0
1638,0
1645,0
1646,0
1651,0
1654,0
1657,0
1661,0
1662,0
1663,0
1664,0
1673,0
1675,0
1676,0
1678,0
1683,0
1684,0
1690,0
1693,0
1694,0
1698,0
1700,0
1702,0
1703,0
1704,0
1708,0
1710,1
1711,0
1713,0
1714,0
1716,0
1719,0
1724,0
1731,0
1732,0
1738,0
1745,0
1746,0
1749,0
1757,0
1758,0
1761,0
1762,0
1763,0
1764,0
1770,0
1776,0
1781,0
1783,0
1784,0
1789,0
1801,0
1803,0
1809,0
1811,0
1813,0
1816,0
1817,0
1818,0
1819,0
1821,0
1822,0
1823,0
1824,0
1829,0
1830,0
1831,0
1833,0
1834,0
1835,0
1836,0
1841,0
1842,0
1846,0
1849,0
1850,0
1851,0
1854,0
1856,0
1857,0
1858,0
1861,0
1862,0
1863,0
1866,0
1869,0
1877,0
1887,0
1890,0
1891,0
1892,0
1894,0
1897,0
1899,0
1900,0
1901,0
1904,0
1907,0
1917,0
1920,0
1925,0
1926,0
1928,0
1930,0
1932,0
1934,0
1937,0
1939,0
1940,0
1941,0
1942,0
1945,0
1947,0
1949,0
1953,0
1959,0
1962,0
1966,0
1969,0
1973,0
1974,0
1976,0
1978,0
1981,0
1988,0
1989,0
1990,0
1993,0
1994,0
1996,0
1997,0
1999,0
2000,0
2001,0
2002,0
2003,0
2009,0
2015,0
2018,0
2020,0
2023,0
2026,0
2027,0
2028,0
2029,0
2030,0
2032,0
2038,0
2039,0
2041,0
2045,0
2051,0
2055,0
2063,1
2065,0
2069,0
2071,0
2072,0
2073,0
2075,0
2077,0
2078,0
2080,0
2081,0
2083,0
2088,0
2090,0
2092,0
2097,0
2101,0
2105,0
2106,0
2107,0
2109,0
2110,0
2113,0
2114,0
2123,0
2127,1
2132,0
2133,1
2134,0
2137,0
2138,0
2142,0
2143,0
2144,0
2148,0
2150,0
2151,0
2152,0
2153,0
2154,0
2157,0
2158,0
2164,0
2166,0
2167,0
2169,0
2173,0
2176,0
2181,0
2187,0
2190,0
2192,0
2193,0
2194,0
2195,0
2200,0
2204,0
2206,0
2208,0
2211,0
2212,0
2215,0
2216,0
2219,0
2224,0
2227,0
2229,0
2231,0
2233,0
2235,0
2239,0
2241,0
2242,0
2243,0
2245,0
2246,0
2247,0
2252,0
2254,0
2257,0
2259,0
2261,0
2262,0
2264,0
2266,0
2269,0
2270,0
2277,0
2279,0
2281,0
2284,0
2285,0
2286,0
2288,0
2290,0
2292,0
2293,0
2306,0
2311,0
2312,0
2315,0
2317,0
2324,0
2327,0
2328,0
2329,0
2331,0
2332,0
2333,0
2337,0
2338,0
2342,0
2343,0
2344,0
2346,0
2349,0
2350,0
2356,0
2358,0
2360,0
2361,0
2362,0
2369,0
2371,0
2377,0
2380,0
2382,0
2385,0
2387,0
2390,0
2392,0
2396,0
2400,0
2401,0
2406,0
2409,0
2410,0
2411,0
2412,0
2413,0
2414,0
2415,0
2416,0
2417,0
2419,0
2421,0
2422,0
2425,0
2426,0
2427,0
2429,0
2430,0
2434,0
2435,0
2436,0
2438,0
2445,0
2447,0
2448,0
2449,0
2450,0
2451,0
2452,0
2453,0
2456,0
2458,0
2460,0
2463,0
2472,0
2476,0
2483,0
2484,0
2486,0
2487,0
2488,0
2495,0
2496,0
2498,0
2501,0
2510,0
2512,0
2516,0
2518,0
2521,0
2523,0
2525,0
2526,0
2528,0
2529,0
2530,0
2532,0
2534,0
2536,0
2538,0
2539,0
2542,0
2544,0
2545,0
2546,0
2548,0
2551,0
2552,0
2553,0
2554,0
2557,0
2560,0
2568,0
2569,0
2570,0
2573,0
2576,0
2578,0
2581,0
2582,0
2585,0
2587,0
2588,0
2590,0
2593,0
2594,0
2597,0
2600,0
2602,0
2604,0
2611,0
2612,0
2618,0
2620,0
2621,0
2623,0
2624,0
2629,0
2632,0
2634,0
2637,0
2638,0
2639,0
2642,0
2645,0
2646,0
2647,0
2648,0
2649,0
2650,0
2653,0
2655,0
2656,0
2658,0
2661,0
2662,0
2663,0
2664,0
2667,0
2668,0
2670,0
2674,0
2675,0
2679,0
2681,0
2682,0
2684,0
2685,0
2690,0
2692,0
2699,0
2704,0
2706,0
2707,0
2708,0
2711,0
2713,0
2714,0
2719,0
2723,0
2724,0
2729,0
2730,0
2738,0
2739,0
2741,0
2742,0
2744,0
2745,0
2748,0
2752,0
2755,0
2759,0
2762,0
2764,0
2768,0
2769,0
2770,0
2775,0
2776,0
2778,0
2781,0
2783,0
2784,0
2785,0
2787,0
2788,0
2790,0
2798,0
2801,0
2802,0
2803,0
2804,0
2807,0
2812,0
2813,0
2814,0
2815,0
2819,0
2820,0
2823,0
2826,0
2831,0
2835,0
2837,0
2843,0
2844,0
2847,0
2852,0
2855,0
2857,0
2861,0
2862,0
2863,0
2866,0
2869,0
2871,0
2875,0
2877,0
2878,0
2880,0
2882,0
2883,0
2887,0
2888,0
2890,0
2891,0
2892,0
2894,0
2895,0
2898,0
2901,0
2902,0
2905,0
2908,0
2909,0
2913,0
2914,0
2917,0
2918,0
2919,0
2921,0
2924,0
2928,0
2929,0
2936,0
2937,0
2942,0
2953,0
2954,0
2956,0
2957,0
2960,0
2964,0
2969,0
2975,0
2977,0
2979,0
2981,0
2985,0
2989,0
2990,0
2996,0
2997,0
3002,0
3007,0
3008,0
3009,0
3012,0
3013,0
3014,0
3015,0
3017,0
3018,0
3020,0
3021,0
3023,0
3026,0
3027,0
3028,0
3031,0
3034,0
3036,0
3037,0
3038,0
3041,1
3042,0
3043,0
3045,0
3046,0
3049,0
3050,0
3051,0
3054,0
3057,0
3061,0
3063,0
3065,0
3068,0
3071,0
3072,0
3073,0
3079,0
3080,0
3082,0
3086,0
3088,0
3094,0
3097,0
3098,0
3100,0
3102,0
3104,0
3105,0
3118,0
3119,0
3124,0
3126,0
3135,0
3139,0
3142,0
3143,0
3146,0
3153,0
3158,0
3162,0
3165,0
3167,0
3168,0
3169,0
3175,0
3177,0
3180,0
3182,0
3187,0
3191,0
3192,0
3193,0
3194,0
3195,0
3196,0
3197,0
3199,0
3202,0
3203,0
3204,0
3205,1
3206,0
3207,0
3209,0
3210,0
3212,0
3219,0
3222,0
3223,0
3225,0
3228,0
3229,0
3230,0
3231,0
3235,0
3237,0
3243,0
3245,0
3246,0
3247,0
3248,0
3249,0
3254,0
3257,0
3258,0
3259,0
3261,0
3262,0
3263,0
3264,0
3266,0
3269,0
3271,0
3277,0
3279,0
3280,0
3282,0
3283,0
3285,0
3289,0
3294,0
3296,0
3297,0
3298,0
3299,0
3300,0
3301,0
3305,0
3306,0
3307,0
3308,0
3310,0
3314,0
3315,0
3316,0
3318,0
3324,0
3325,0
3326,0
3327,0
3328,0
3329,0
3334,0
3337,0
3338,0
3339,0
3340,0
3343,0
3347,0
3354,0
3355,0
3357,0
3359,0
3361,0
3365,0
3367,0
3371,0
3377,0
3378,0
3380,0
3382,0
3383,0
3384,0
3385,0
3386,0
3389,0
3391,0
3394,0
3398,0
3403,0
3405,0
3407,0
3417,0
3418,0
3419,0
3427,0
3431,0
3432,0
3433,0
3434,0
3435,0
3436,0
3437,0
3438,0
3439,0
3440,0
3442,0
3444,0
3447,0
3452,0
3454,0
3462,0
3465,0
3466,0
3468,0
3471,0
3472,0
3476,0
3479,0
3480,0
3483,0
3484,0
3488,0
3490,0
3491,0
3493,0
3496,0
3497,0
3499,0
3504,0
3505,0
3506,0
3510,0
3511,0
3512,0
3514,0
3515,0
3516,0
3517,0
3519,0
3520,0
3521,0
3525,0
3526,0
3529,0
3532,0
3535,0
3536,0
3538,0
3541,0
3545,0
3547,0
3550,0
3552,0
3557,0
3559,0
3564,0
3565,0
3566,0
3571,1
3574,0
3575,0
3577,0
3578,0
3581,0
3586,0
3588,0
3589,0
3590,0
3594,0
3611,0
3613,0
3621,0
3625,0
3627,0
3628,0
3630,0
3631,0
3634,0
3637,0
3640,0
3644,0
3648,0
3650,0
3655,0
3658,0
3661,0
3662,0
3666,0
3668,0
3674,0
3675,0
3677,0
3685,0
3687,0
3690,0
3693,0
3694,0
3698,0
3699,0
3700,0
3704,0
3705,0
3707,0
3708,0
3710,0
3711,0
3714,0
3720,0
3722,0
3724,0
3725,0
3727,0
3728,1
3729,0
3730,0
3732,0
3739,0
3743,0
3750,0
3752,0
3755,0
3760,0
3761,0
3762,0
3765,0
3768,0
3772,0
3775,1
3777,0
3778,0
3779,0
3780,0
3785,0
3787,0
3789,0
3790,0
3791,0
3793,0
3794,0
3795,0
3796,0
3798,0
3800,0
3803,0
3804,0
3808,0
3810,0
3811,0
3816,0
3819,0
3820,0
3822,0
3825,0
3830,0
3839,0
3841,0
3847,0
3850,0
3851,0
3853,0
3854,0
3855,0
3856,0
3857,0
3858,0
3861,0
3863,0
3873,0
3875,0
3876,0
3877,0
3878,0
3881,0
3882,0
3883,0
3885,0
3886,0
3889,0
3891,0
3896,0
3899,0
3905,0
3906,0
3907,0
3908,1
3913,0
3914,0
3915,0
3916,0
3919,0
3920,0
3922,0
3924,0
3925,0
3926,0
3931,0
3933,0
3937,0
3938,0
3939,0
3941,0
3943,0
3944,0
3948,0
3949,0
3951,0
3952,0
3953,0
3955,0
3957,0
3962,0
3965,0
3971,0
3972,0
3974,0
3975,0
3977,0
3978,0
3979,0
3981,0
3982,0
3983,0
3990,0
3993,0
3995,0
3996,0
3997,0
3998,0
4000,0
4003,0
4004,0
4005,0
4008,0
4009,0
4012,0
4014,0
4015,0
4022,0
4029,0
4034,1
4035,0
4036,0
4040,0
4043,0
4044,0
4046,0
4052,0
4055,0
4056,0
4058,0
4062,0
4065,0
4066,0
4073,0
4074,0
4076,0
4077,0
4078,0
4081,0
4083,0
4086,0
4095,0
4096,0
4098,0
4099,0
4100,0
4104,0
4108,0
4114,0
4117,0
4119,0
4120,0
4123,0
4124,0
4126,0
4127,0
4129,0
4130,0
4133,0
4135,0
4136,0
4137,0
4138,0
4140,0
4143,0
4145,0
4151,0
4153,0
4159,0
4161,0
4163,0
4166,0
4167,0
4170,0
4171,0
4172,0
4173,0
4175,0
4177,0
4178,0
4179,0
4181,0
4182,0
4183,0
4185,0
4187,0
4189,0
4191,0
4194,0
4195,0
4200,0
4202,0
4203,0
4207,0
4208,0
4215,0
4216,0
4217,1
4218,0
4220,0
4221,0
4224,0
4228,0
4232,0
4233,0
4236,0
4237,0
4238,0
4239,0
4240,0
4246,0
4248,0
4249,0
4253,0
4254,0
4255,0
4262,0
4269,0
4272,0
4273,0
4274,0
4277,0
4280,0
4283,0
4284,0
4286,0
4289,0
4291,0
4296,0
4297,0
4298,0
4300,0
4301,0
4306,0
4309,0
4310,0
4312,0
4315,0
4317,0
4322,0
4323,0
4328,0
4331,0
4334,0
4335,0
4337,0
4339,0
4341,0
4342,0
4345,0
4352,0
4355,0
4356,0
4358,0
4359,0
4362,0
4364,0
4365,0
4367,0
4370,0
4371,0
4373,0
4375,0
4377,0
4380,0
4383,0
4387,0
4388,0
4389,0
4390,0
4391,0
4395,0
4396,0
4397,0
4405,0
4406,0
4411,0
4412,0
4413,0
4415,0
4422,0
4424,0
4425,0
4426,0
4427,0
4428,0
4432,0
4434,0
4435,0
4436,0
4442,0
4443,0
4444,0
4445,0
4454,0
4460,0
4461,0
4462,0
4465,0
4470,0
4474,0
4477,0
4478,0
4482,0
4484,0
4485,0
4487,0
4488,0
4489,0
4490,0
4492,0
4494,0
4496,0
4497,0
4499,0
4501,0
4502,0
4503,0
4505,0
4506,0
4513,0
4516,0
4517,0
4518,0
4519,0
4520,0
4525,1
4526,0
4528,0
4531,0
4533,0
4534,0
4535,0
4537,0
4543,0
4545,0
4546,0
4549,0
4556,0
4557,0
4560,0
4561,0
4563,0
4564,0
4566,0
4567,0
4568,0
4571,0
4573,0
4574,0
4578,0
4579,0
4584,0
4586,0
4587,0
4588,0
4589,0
4591,0
4606,1
4607,0
4608,0
4612,0
4616,0
4619,0
4627,0
4629,0
4632,0
4637,0
4643,0
4646,0
4647,0
4648,0
4649,0
4650,0
4653,1
4665,0
4666,0
4669,0
4672,0
4674,0
4680,0
4683,0
4685,0
4689,0
4691,0
4694,0
4695,0
4701,0
4702,0
4704,0
4706,0
4709,0
4711,0
4712,0
4715,0
4721,0
4722,0
4723,0
4727,0
4729,0
4731,1
4732,0
4733,0
4736,0
4738,0
4740,0
4746,0
4752,0
4753,0
4754,0
4756,0
4762,0
4763,0
4764,0
4766,0
4767,0
4771,0
4773,0
4774,0
4775,0
4780,0
4781,0
4783,0
4785,0
4786,0
4789,0
4791,0
4799,0
4800,0
4802,0
4803,0
4811,0
4813,0
4815,0
4819,0
4820,0
4824,0
4827,0
4834,0
4836,0
4837,0
4838,0
4839,0
4841,0
4843,0
4844,0
4846,0
4847,0
4848,0
4852,0
4855,0
4856,0
4857,0
4860,0
4864,0
4865,1
4868,0
4869,0
4873,0
4874,0
4878,0
4879,0
4880,0
4882,0
4884,0
4885,0
4889,0
4891,0
4894,0
4895,0
4900,0
4901,0
4904,0
4905,0
4907,0
4908,0
4909,0
4910,0
4914,0
4915,0
4916,0
4919,0
4921,0
4926,0
4927,0
4928,0
4930,0
4933,0
4934,0
4935,0
4936,0
4937,0
4939,0
4940,0
4950,0
4952,0
4958,0
4959,0
4960,0
4964,0
4965,0
4967,0
4968,0
4969,0
4970,0
4974,0
4975,0
4977,0
4978,0
4987,0
4989,0
4990,0
4992,0
4996,0
4997,0
5002,0
5005,0
5017,0
5019,0
5020,0
5022,0
5023,0
5024,0
5026,0
5028,0
5029,0
5030,1
5034,0
5036,0
5037,0
5039,0
5042,0
5044,0
5045,0
5047,0
5050,0
5052,0
5053,0
5055,0
5056,0
5058,0
5059,0
5060,0
5061,0
5065,0
5066,0
5068,0
5070,0
5071,0
5072,0
5073,0
5075,0
5077,0
5081,0
5083,1
5085,0
5090,0
5091,0
5092,0
5100,0
5103,0
5106,0
5108,0
5109,0
5111,0
5112,0
5113,0
5114,0
5118,0
5120,0
5126,0
5132,0
5134,0
5135,0
5137,0
5142,0
5143,0
5148,0
5150,0
5153,0
5154,0
5155,0
5156,0
5161,0
5163,0
5164,0
5165,0
5166,0
5167,0
5168,0
5172,0
5187,0
5188,0
5189,0
5193,0
5196,0
5198,0
5201,0
5202,0
5204,0
5206,0
5207,0
5208,0
5211,0
5216,0
5218,0
5222,0
5223,0
5226,0
5228,0
5229,0
5230,0
5233,0
5236,0
5240,0
5242,0
5243,0
5244,0
5246,0
5247,0
5248,0
5251,0
5254,0
5255,0
5257,0
5260,0
5262,0
5265,0
5267,0
5269,0
5270,0
5276,1
5277,0
5282,0
5284,0
5285,0
5289,0
5292,0
5295,0
5297,0
5298,0
5299,0
5301,0
5302,0
5306,0
5307,0
5313,0
5315,0
5317,0
5319,0
5320,0
5321,0
5322,0
5331,0
5334,0
5336,0
5337,0
5343,0
5345,0
5348,0
5349,0
5350,0
5357,0
5358,0
5360,0
5366,0
5368,0
5372,0
5373,0
5374,0
5375,0
5376,0
5377,0
5378,0
5381,0
5382,0
5383,0
5385,0
5387,0
5388,0
5392,0
5394,0
5396,0
5398,0
5399,0
5401,0
5402,0
5404,0
5405,0
5411,0
5415,0
5420,0
5421,0
5422,0
5423,0
5424,0
5425,0
5429,0
5431,0
5436,0
5440,0
5441,0
5444,0
5448,0
5450,0
5452,0
5453,0
5454,0
5457,0
5459,0
5460,0
5475,0
5480,0
5483,0
5485,0
5488,0
5489,0
5490,0
5493,0
5494,0
5497,0
5500,0
5501,0
5503,0
5504,0
5507,0
5511,0
5512,0
5514,0
5519,0
5522,0
5524,0
5527,0
5528,0
5529,0
5532,0
5534,0
5535,0
5539,0
5542,0
5543,0
5545,0
5547,0
5549,0
5554,0
5555,0
5556,0
5559,0
5562,0
5567,0
5568,0
5569,0
5574,0
5577,0
5580,0
5583,0
5585,0
5586,0
5587,0
5588,0
5589,0
5592,0
5593,0
5597,0
5601,0
5602,0
5606,0
5608,0
5609,0
5610,0
5611,0
5612,0
5616,0
5617,0
5619,0
5620,0
5625,0
5630,0
5633,0
5634,0
5638,0
5642,0
5644,0
5645,0
5647,0
5649,0
5653,0
5654,0
5655,0
5656,1
5657,0
5659,0
5660,0
5663,0
5666,0
5668,0
5669,0
5670,0
5675,0
5676,0
5677,0
5678,0
5679,0
5684,0
5686,0
5688,0
5691,0
5696,1
5697,0
5699,0
5700,0
5701,0
5707,0
5709,0
5713,0
5714,0
5715,0
5721,0
5728,0
5730,0
5733,0
5734,0
5737,0
5740,0
5742,0
5744,0
5746,0
5748,0
5749,0
5751,0
5752,0
5753,0
5760,0
5761,0
5763,0
5764,0
5767,0
5769,0
5771,0
5775,0
5776,0
5780,0
5785,0
5792,0
5794,0
5795,0
5799,0
5800,0
5802,0
5803,0
5804,0
5806,0
5807,0
5810,0
5811,0
5815,0
5820,0
5823,0
5825,0
5826,0
5827,0
5829,0
5832,0
5834,0
5845,0
5849,0
5853,0
5857,0
5859,0
5863,0
5864,0
5866,0
5867,0
5868,0
5870,0
5874,0
5879,0
5888,0
5892,0
5896,0
5898,0
5900,0
5902,0
5903,0
5904,0
5905,0
5910,0
5911,0
5912,0
5916,0
5919,0
5924,0
5928,0
5930,0
5936,0
5939,0
5941,0
5943,0
5944,0
5947,0
5948,0
5949,0
5956,0
5958,0
5963,0
5964,0
5965,0
5966,0
5968,0
5969,0
5971,0
5972,0
5975,0
5977,0
5978,0
5979,0
5980,0
5982,0
5983,0
5986,0
5988,0
5990,0
5991,0
5992,0
5994,0
5996,0
5998,0
5999,0
6000,0
6002,0
6005,0
6007,0
6012,0
6013,0
6023,0
6024,0
6025,0
6026,0
6027,0
6029,0
6031,0
6032,0
6034,0
6038,0
6047,0
6048,0
6049,0
6050,0
6055,0
6062,0
6063,0
6064,0
6069,0
6072,0
6074,0
6077,0
6080,0
6086,0
6087,0
6098,0
6099,0
6100,0
6101,0
6103,0
6104,1
6108,0
6109,0
6110,0
6111,0
6116,0
6119,0
6121,0
6122,0
6125,0
6127,0
6130,0
6131,0
6134,0
6137,0
6139,0
6140,0
6142,0
6143,0
6144,0
6146,0
6148,0
6151,0
6153,0
6155,0
6160,0
6163,0
6166,0
6169,0
6181,0
6182,0
6187,0
6189,0
6191,0
6193,0
6195,0
6197,0
6199,0
6202,0
6206,1
6207,0
6210,0
6211,0
6217,0
6218,0
6221,0
6222,0
6230,0
6232,0
6235,0
6237,0
6240,0
6241,0
6242,0
6243,0
6246,0
6249,0
6254,0
6256,0
6257,0
6259,0
6264,0
6265,0
6267,0
6268,0
6269,1
6270,0
6274,0
6275,0
6278,0
6280,0
6281,0
6282,0
6283,0
6284,0
6287,0
6289,0
6292,0
6294,0
6297,0
6298,0
6299,0
6304,0
6312,0
6313,1
6314,0
6317,1
6318,0
6321,0
6325,0
6327,0
6328,0
6329,0
6331,0
6333,0
6337,0
6340,0
6341,0
6344,0
6346,0
6347,0
6348,0
6354,0
6355,0
6359,0
6365,0
6366,0
6367,0
6368,0
6370,0
6371,0
6375,0
6379,0
6381,0
6384,0
6390,0
6392,0
6393,0
6394,0
6395,0
6396,1
6397,0
6399,0
6400,0
6405,0
6407,0
6408,0
6412,0
6415,0
6418,0
6419,0
6420,0
6424,0
6426,0
6431,0
6432,0
6433,0
6435,0
6439,0
6446,0
6448,0
6449,0
6450,0
6455,0
6456,0
6457,0
6459,0
6460,0
6461,0
6464,0
6470,0
6473,0
6477,0
6478,0
6486,0
6487,0
6493,0
6494,0
6500,0
6502,0
6503,0
6508,0
6514,0
6516,0
6518,0
6519,0
6520,0
6523,0
6525,0
6527,0
6529,0
6532,0
6534,0
6543,0
6544,0
6550,0
6553,0
6555,0
6557,0
6559,0
6565,0
6567,0
6568,0
6570,0
6574,0
6576,0
6582,0
6586,0
6592,0
6593,0
6595,0
6596,0
6597,0
6599,0
6603,0
6609,0
6613,0
6615,0
6616,0
6620,0
6622,0
6623,0
6624,0
6627,0
6631,0
6633,0
6636,0
6637,0
6638,0
6639,0
6642,0
6647,0
6649,0
6650,0
6652,0
6655,0
6657,0
6660,0
6665,0
6670,0
6671,0
6672,0
6673,0
6674,1
6680,0
6685,0
6686,0
6687,0
6698,0
6700,0
6701,0
6702,0
6705,0
6706,0
6709,0
6710,1
6711,0
6712,0
6714,0
6715,0
6716,0
6718,0
6723,0
6732,0
6734,0
6735,0
6736,0
6737,0
6743,0
6746,0
6747,0
6748,0
6750,0
6752,0
6753,0
6754,0
6755,0
6756,0
6760,0
6762,0
6763,0
6764,0
6767,0
6770,0
6772,0
6775,0
6778,0
6779,0
6781,0
6785,0
6787,0
6788,1
6789,0
6792,0
6794,0
6801,0
6804,0
6807,0
6808,0
6811,0
6818,0
6821,0
6822,0
6823,0
6828,0
6829,0
6831,0
6832,0
6835,0
6836,0
6838,0
6839,0
6842,0
6843,0
6845,0
6847,0
6853,0
6857,0
6859,0
6860,0
6863,0
6864,0
6865,0
6869,0
6873,0
6874,0
6875,0
6876,0
6880,0
6882,0
6884,0
6887,0
6888,0
6889,0
6895,0
6897,0
6898,0
6899,0
6902,0
6905,0
6908,0
6910,0
6919,0
6925,0
6926,0
6930,0
6931,0
6934,0
6935,0
6937,0
6939,0
6945,0
6948,0
6949,0
6951,0
6952,0
6954,0
6955,0
6957,0
6958,0
6959,0
6960,0
6963,0
6964,0
6968,0
6970,0
6972,0
6973,0
6975,0
6977,1
6978,0
6980,0
6981,0
6982,0
6983,0
6989,0
6990,0
6999,0
7001,0
7002,0
7003,0
7005,1
7009,0
7023,0
7025,0
7029,0
7030,0
7034,0
7035,0
7036,0
7042,0
7045,0
7046,0
7047,0
7054,0
7056,0
7062,0
7065,0
7067,0
7070,0
7073,0
7077,0
7080,0
7081,0
7083,1
7089,0
7100,1
7102,0
7104,0
7105,0
7106,0
7107,0
7115,0
7118,0
7119,0
7120,0
7121,0
7122,0
7123,0
7124,0
7126,0
7128,0
7130,0
7131,0
7133,0
7134,0
7135,0
7137,0
7138,0
7140,0
7142,0
7146,0
7147,0
7149,0
7150,0
7151,0
7153,0
7154,0
7155,0
7156,0
7160,0
7161,0
7162,0
7163,0
7177,0
7180,0
7181,0
7182,0
7184,0
7185,0
7188,0
7189,0
7191,0
7192,0
7196,0
7198,0
7202,0
7205,0
