ID,label,pred
1409,0.1,0.31140092
1410,0.1,0.15649907
1414,0.1,0.083806485
1415,0.1,0.43351406
1419,0.1,0.06669138
1421,0.1,0.07099026
1422,0.1,0.3609226
1425,0.1,0.14020148
1426,0.1,0.068908356
1427,0.1,0.020411933
1430,0.1,0.06460924
1432,0.1,0.18339466
1434,0.1,0.097455494
1436,0.1,0.19163562
1438,0.1,0.075834386
1444,0.1,0.11701674
1453,0.1,0.31423655
1458,0.1,0.1304884
1462,0.1,0.06623392
1463,0.1,0.19945894
1465,0.1,0.33891684
1467,0.1,0.11729715
1469,0.1,0.06357288
1476,0.1,0.12481633
1479,0.1,0.33442178
1481,0.1,0.080199726
1483,0.1,0.12180119
1484,0.1,0.21377496
1485,0.1,0.19712833
1488,0.1,0.23619984
1491,0.1,0.07467026
1493,0.1,0.19310479
1496,0.1,0.22479643
1498,0.1,0.048757106
1502,0.1,0.26537934
1503,0.1,0.098004185
1509,0.1,0.04153909
1512,0.1,0.04764839
1519,0.1,0.030344794
1523,0.1,0.06740856
1524,0.1,0.13483787
1525,0.1,0.063242145
1527,0.1,0.047913153
1533,0.1,0.18710074
1536,0.1,0.265413
1537,0.1,0.18593656
1540,0.1,0.18575574
1541,0.1,0.054893572
1542,0.1,0.08223253
1544,0.1,0.22884206
1547,0.1,0.3851681
1548,0.1,0.13499932
1549,0.1,0.27199942
1550,0.1,0.19950517
1554,0.1,0.0652866
1555,0.1,0.23728088
1561,0.1,0.2065917
1562,0.1,0.20379369
1563,0.1,0.24960001
1569,0.1,0.1911132
1570,0.1,0.25619864
1572,0.1,0.06561906
1573,0.1,0.048834383
1574,0.1,0.18305154
1578,0.1,0.42288455
1584,0.1,0.19524957
1585,0.1,0.04953556
1586,0.1,0.037682746
1587,0.1,0.114801235
1591,0.1,0.0896909
1593,0.1,0.15608856
1596,0.1,0.0658473
1599,0.1,0.46291313
1601,0.1,0.08701368
1603,0.1,0.3167
1609,0.1,0.088549435
1613,0.1,0.27481264
1614,0.1,0.040507276
1615,0.1,0.22766748
1616,0.1,0.06204433
1618,0.1,0.083062634
1620,0.1,0.12964068
1621,0.1,0.17362238
1622,0.1,0.23174323
1623,0.1,0.038214844
1628,0.1,0.62976915
1629,0.1,0.092847966
1635,0.1,0.076856524
1638,0.1,0.2381675
1645,0.1,0.29361075
1646,0.1,0.20164202
1651,0.1,0.10588109
1654,0.1,0.064607784
1657,0.1,0.26236647
1661,0.1,0.30970976
1662,0.1,0.07376208
1663,0.1,0.07286896
1664,0.1,0.20253572
1673,0.1,0.032405473
1675,0.1,0.29184344
1676,0.1,0.09119374
1678,0.1,0.15180609
1683,0.1,0.1953992
1684,0.1,0.3046671
1690,0.1,0.07745714
1693,0.1,0.147667
1694,0.1,0.0622041
1698,0.1,0.05295802
1700,0.1,0.44166347
1702,0.1,0.027840195
1703,0.1,0.20784238
1704,0.1,0.17230561
1708,0.1,0.07457197
1710,0.1,0.5024499
1711,0.1,0.13900352
1713,0.1,0.27785042
1714,0.1,0.053357646
1716,0.1,0.09546017
1719,0.1,0.042508576
1724,0.1,0.044141293
1731,0.1,0.050834376
1732,0.1,0.045713607
1738,0.1,0.18532807
1745,0.1,0.025569543
1746,0.1,0.03263186
1749,0.1,0.49976343
1757,0.1,0.092590734
1758,0.1,0.13738276
1761,0.1,0.30664173
1762,0.1,0.069936275
1763,0.1,0.24319357
1764,0.1,0.13278282
1770,0.1,0.0528999
1776,0.1,0.25324824
1781,0.1,0.33959836
1783,0.1,0.089073814
1784,0.1,0.1010383
1789,0.1,0.14621966
1801,0.1,0.040576205
1803,0.1,0.17942156
1809,0.1,0.028913055
1811,0.1,0.22113585
1813,0.1,0.04581678
1816,0.1,0.05264091
1817,0.1,0.37054926
1818,0.1,0.040172867
1819,0.1,0.5373761
1821,0.1,0.03614657
1822,0.1,0.040258683
1823,0.1,0.22609824
1824,0.1,0.105070464
1829,0.1,0.035550617
1830,0.1,0.057756495
1831,0.1,0.1270003
1833,0.1,0.34722692
1834,0.1,0.17234065
1835,0.1,0.20782548
1836,0.1,0.05447618
1841,0.1,0.22935162
1842,0.1,0.041203592
1846,0.1,0.1930622
1849,0.1,0.26356706
1850,0.1,0.20920996
1851,0.1,0.033581566
1854,0.1,0.042060275
1856,0.1,0.17495829
1857,0.1,0.03603928
1858,0.1,0.29004464
1861,0.1,0.050675523
1862,0.1,0.14577936
1863,0.1,0.23020738
1866,0.1,0.06257604
1869,0.1,0.046020366
1877,0.1,0.20330787
1887,0.1,0.18201247
1890,0.1,0.24872011
1891,0.1,0.131171
1892,0.1,0.19604522
1894,0.1,0.20946485
1897,0.1,0.085060604
1899,0.1,0.19849236
1900,0.1,0.02360053
1901,0.1,0.067717664
1904,0.1,0.21906365
1907,0.1,0.077795394
1917,0.1,0.21315852
1920,0.1,0.09485241
1925,0.1,0.36206833
1926,0.1,0.03943623
1928,0.1,0.1859521
1930,0.1,0.13740648
1932,0.1,0.0235467
1934,0.1,0.08336058
1937,0.1,0.05626242
1939,0.1,0.22341906
1940,0.1,0.05739022
1941,0.1,0.07406299
1942,0.1,0.15170567
1945,0.1,0.21020307
1947,0.1,0.085303865
1949,0.1,0.23390672
1953,0.1,0.049326934
1959,0.1,0.12888281
1962,0.1,0.0529237
1966,0.1,0.2205364
1969,0.1,0.17200051
1973,0.1,0.28019932
1974,0.1,0.057296924
1976,0.1,0.24051476
1978,0.1,0.20365211
1981,0.1,0.12278885
1988,0.1,0.23643634
1989,0.1,0.3192627
1990,0.1,0.05195032
1993,0.1,0.07102793
1994,0.1,0.21266258
1996,0.1,0.07678101
1997,0.1,0.054302108
1999,0.1,0.23650758
2000,0.1,0.05316521
2001,0.1,0.19829908
2002,0.1,0.079756774
2003,0.1,0.35093886
2009,0.1,0.3092977
2015,0.1,0.029909452
2018,0.1,0.33949414
2020,0.1,0.031583827
2023,0.1,0.041306958
2026,0.1,0.2671679
2027,0.1,0.08448731
2028,0.1,0.064940594
2029,0.1,0.33439144
2030,0.1,0.2645372
2032,0.1,0.07428442
2038,0.1,0.072925396
2039,0.1,0.105055675
2041,0.1,0.29510254
2045,0.1,0.04125886
2051,0.1,0.21330956
2055,0.1,0.20993875
2063,0.1,0.55340105
2065,0.1,0.23173425
2069,0.1,0.40079182
2071,0.1,0.028455714
2072,0.1,0.02337396
2073,0.1,0.07065099
2075,0.1,0.19642621
2077,0.1,0.045418825
2078,0.1,0.15899034
2080,0.1,0.25401607
2081,0.1,0.055329055
2083,0.1,0.105070464
2088,0.1,0.19658221
2090,0.1,0.17702642
2092,0.1,0.09951895
2097,0.1,0.06691803
2101,0.1,0.07074162
2105,0.1,0.0424138
2106,0.1,0.076070674
2107,0.1,0.22609824
2109,0.1,0.18049563
2110,0.1,0.21858244
2113,0.1,0.13090841
2114,0.1,0.039017253
2123,0.1,0.21481636
2127,0.1,0.49343598
2132,0.1,0.047743317
2133,0.1,0.5655832
2134,0.1,0.16327928
2137,0.1,0.034770977
2138,0.1,0.069799975
2142,0.1,0.22576629
2143,0.1,0.07195982
2144,0.1,0.1580994
2148,0.1,0.046857394
2150,0.1,0.056673422
2151,0.1,0.13494
2152,0.1,0.20231739
2153,0.1,0.042835314
2154,0.1,0.19876845
2157,0.1,0.01572628
2158,0.1,0.042948477
2164,0.1,0.16049968
2166,0.1,0.08036195
2167,0.1,0.31664455
2169,0.1,0.23204994
2173,0.1,0.2748633
2176,0.1,0.03664797
2181,0.1,0.2879258
2187,0.1,0.2788104
2190,0.1,0.104449525
2192,0.1,0.26507816
2193,0.1,0.15694813
2194,0.1,0.059303097
2195,0.1,0.05351071
2200,0.1,0.04068886
2204,0.1,0.13616112
2206,0.1,0.12958305
2208,0.1,0.16101667
2211,0.1,0.03746686
2212,0.1,0.23996978
2215,0.1,0.076879986
2216,0.1,0.334935
2219,0.1,0.16173887
2224,0.1,0.027956603
2227,0.1,0.023223454
2229,0.1,0.07536952
2231,0.1,0.14379786
2233,0.1,0.05638516
2235,0.1,0.04392523
2239,0.1,0.030459866
2241,0.1,0.16942061
2242,0.1,0.053452652
2243,0.1,0.2632011
2245,0.1,0.23374696
2246,0.1,0.11597813
2247,0.1,0.10400247
2252,0.1,0.11937106
2254,0.1,0.31181553
2257,0.1,0.07540096
2259,0.1,0.16064659
2261,0.1,0.1980258
2262,0.1,0.07948087
2264,0.1,0.22434255
2266,0.1,0.073717624
2269,0.1,0.094185725
2270,0.1,0.15328874
2277,0.1,0.11481183
2279,0.1,0.07675792
2281,0.1,0.058395687
2284,0.1,0.11212903
2285,0.1,0.061432004
2286,0.1,0.082932726
2288,0.1,0.20756891
2290,0.1,0.20755926
2292,0.1,0.25439596
2293,0.1,0.048316322
2306,0.1,0.05086558
2311,0.1,0.08489397
2312,0.1,0.13456813
2315,0.1,0.24035804
2317,0.1,0.16601285
2324,0.1,0.22380514
2327,0.1,0.1294697
2328,0.1,0.18306072
2329,0.1,0.057105493
2331,0.1,0.04057232
2332,0.1,0.22314557
2333,0.1,0.050741896
2337,0.1,0.06257541
2338,0.1,0.19596228
2342,0.1,0.08649769
2343,0.1,0.114312075
2344,0.1,0.21788785
2346,0.1,0.074663416
2349,0.1,0.049590677
2350,0.1,0.17933948
2356,0.1,0.20379753
2358,0.1,0.16629618
2360,0.1,0.057068508
2361,0.1,0.06404895
2362,0.1,0.12121219
2369,0.1,0.0973186
2371,0.1,0.05680667
2377,0.1,0.20005678
2380,0.1,0.4106835
2382,0.1,0.23242977
2385,0.1,0.31092247
2387,0.1,0.3210186
2390,0.1,0.15746836
2392,0.1,0.0598689
2396,0.1,0.093625866
2400,0.1,0.051682632
2401,0.1,0.11919388
2406,0.1,0.08251996
2409,0.1,0.03217605
2410,0.1,0.088306755
2411,0.1,0.058390208
2412,0.1,0.07392075
2413,0.1,0.038479555
2414,0.1,0.061148588
2415,0.1,0.021288699
2416,0.1,0.046785578
2417,0.1,0.11562351
2419,0.1,0.19672099
2421,0.1,0.1786458
2422,0.1,0.036407568
2425,0.1,0.11298629
2426,0.1,0.05481201
2427,0.1,0.19646908
2429,0.1,0.055605862
2430,0.1,0.07630774
2434,0.1,0.25423494
2435,0.1,0.308605
2436,0.1,0.076184474
2438,0.1,0.1823433
2445,0.1,0.36262277
2447,0.1,0.06998714
2448,0.1,0.05962499
2449,0.1,0.051922027
2450,0.1,0.24760742
2451,0.1,0.05095465
2452,0.1,0.071911186
2453,0.1,0.19440794
2456,0.1,0.055931814
2458,0.1,0.07035671
2460,0.1,0.18759698
2463,0.1,0.05927422
2472,0.1,0.050686408
2476,0.1,0.065713935
2483,0.1,0.115981564
2484,0.1,0.061107706
2486,0.1,0.22462462
2487,0.1,0.039017517
2488,0.1,0.06467781
2495,0.1,0.15954544
2496,0.1,0.06042405
2498,0.1,0.08258004
2501,0.1,0.16910739
2510,0.1,0.03462211
2512,0.1,0.09471517
2516,0.1,0.06713882
2518,0.1,0.20368898
2521,0.1,0.09124394
2523,0.1,0.070317835
2525,0.1,0.18379046
2526,0.1,0.2631097
2528,0.1,0.0553879
2529,0.1,0.08944659
2530,0.1,0.08803767
2532,0.1,0.09649808
2534,0.1,0.22894013
2536,0.1,0.08792765
2538,0.1,0.18263386
2539,0.1,0.085312486
2542,0.1,0.052376904
2544,0.1,0.04137821
2545,0.1,0.48696676
2546,0.1,0.022601523
2548,0.1,0.079602376
2551,0.1,0.15567796
2552,0.1,0.13101417
2553,0.1,0.037092846
2554,0.1,0.1821473
2557,0.1,0.23994397
2560,0.1,0.060444467
2568,0.1,0.29407772
2569,0.1,0.19131146
2570,0.1,0.057842925
2573,0.1,0.27208778
2576,0.1,0.19742016
2578,0.1,0.12682131
2581,0.1,0.13135159
2582,0.1,0.062601246
2585,0.1,0.2637109
2587,0.1,0.45176125
2588,0.1,0.14976262
2590,0.1,0.0673131
2593,0.1,0.061776586
2594,0.1,0.18745908
2597,0.1,0.071618855
2600,0.1,0.06168882
2602,0.1,0.10771844
2604,0.1,0.22860032
2611,0.1,0.09215855
2612,0.1,0.12823585
2618,0.1,0.0462301
2620,0.1,0.14665526
2621,0.1,0.06688934
2623,0.1,0.049174633
2624,0.1,0.19304644
2629,0.1,0.094534114
2632,0.1,0.11899469
2634,0.1,0.06665843
2637,0.1,0.051685296
2638,0.1,0.111485146
2639,0.1,0.08049827
2642,0.1,0.06952166
2645,0.1,0.37803242
2646,0.1,0.09138563
2647,0.1,0.12984557
2648,0.1,0.14969417
2649,0.1,0.04772508
2650,0.1,0.16697545
2653,0.1,0.06737173
2655,0.1,0.20278683
2656,0.1,0.1997335
2658,0.1,0.1887726
2661,0.1,0.17336941
2662,0.1,0.19068162
2663,0.1,0.05978024
2664,0.1,0.050792288
2667,0.1,0.054126058
2668,0.1,0.09242053
2670,0.1,0.08406908
2674,0.1,0.17669733
2675,0.1,0.05126305
2679,0.1,0.10416017
2681,0.1,0.14486513
2682,0.1,0.04670441
2684,0.1,0.023924792
2685,0.1,0.26770058
2690,0.1,0.06836256
2692,0.1,0.1714619
2699,0.1,0.04688826
2704,0.1,0.05942725
2706,0.1,0.22619548
2707,0.1,0.55822074
2708,0.1,0.18248793
2711,0.1,0.25760397
2713,0.1,0.049011026
2714,0.1,0.026508182
2719,0.1,0.081864916
2723,0.1,0.057461258
2724,0.1,0.052820735
2729,0.1,0.21641086
2730,0.1,0.123568706
2738,0.1,0.21383177
2739,0.1,0.17083333
2741,0.1,0.19682139
2742,0.1,0.018367575
2744,0.1,0.04381281
2745,0.1,0.056101188
2748,0.1,0.24960236
2752,0.1,0.306389
2755,0.1,0.042175356
2759,0.1,0.11789285
2762,0.1,0.06013644
2764,0.1,0.10941065
2768,0.1,0.08168255
2769,0.1,0.05173755
2770,0.1,0.29936457
2775,0.1,0.15649725
2776,0.1,0.30246508
2778,0.1,0.07805221
2781,0.1,0.16521427
2783,0.1,0.08317543
2784,0.1,0.13887681
2785,0.1,0.039567728
2787,0.1,0.06304994
2788,0.1,0.093821846
2790,0.1,0.07259551
2798,0.1,0.09936637
2801,0.1,0.2326063
2802,0.1,0.20217836
2803,0.1,0.20163612
2804,0.1,0.08115348
2807,0.1,0.06804089
2812,0.1,0.056192037
2813,0.1,0.03514344
2814,0.1,0.03195743
2815,0.1,0.25982237
2819,0.1,0.078482196
2820,0.1,0.19733915
